query	target	pident	alnlen	bits	evalue	cigar
hsa_ires_00433.1|Homo	hsa_ires_00433.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00465.1|Homo	hsa_ires_00465.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00497.1|Homo	hsa_ires_00497.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00529.1|Homo	hsa_ires_00529.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00561.1|Homo	hsa_ires_00561.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00625.1|Homo	hsa_ires_00625.1|Homo	100.000	90	163	7.294E-47	90M
hsa_ires_00657.1|Homo	hsa_ires_00657.1|Homo	100.000	240	431	8.644E-132	240M
hsa_ires_00689.1|Homo	hsa_ires_00689.1|Homo	100.000	177	319	3.910E-96	177M
NDST4S|Mus	NDST4S|Mus	100.000	418	750	1.750E-232	418M
mouse_hsa_ires_00077.1	mouse_hsa_ires_00077.1	100.000	191	344	4.651E-104	191M
KX884293.1:7275-7471	KX884293.1:7275-7471	100.000	197	354	1.869E-107	197M
EoPV_5NTR|Ectropis	EoPV_5NTR|Ectropis	100.000	390	700	1.201E-216	390M
vir_ires_00093.1	vir_ires_00093.1	100.000	174	313	1.952E-94	174M
vir_ires_00358.1	vir_ires_00358.1	100.000	174	313	1.952E-94	174M
vir_ires_00266.1	vir_ires_00266.1	100.000	174	313	1.952E-94	174M
vir_ires_00176.1	vir_ires_00176.1	100.000	174	313	1.952E-94	174M
vir_ires_00009.1	vir_ires_00009.1	100.000	174	313	1.952E-94	174M
vir_ires_00370.1	vir_ires_00370.1	100.000	174	313	1.952E-94	174M
vir_ires_00377.1	vir_ires_00377.1	100.000	174	313	1.952E-94	174M
vir_ires_00326.1	vir_ires_00326.1	100.000	174	313	1.952E-94	174M
vir_ires_00424.1	vir_ires_00424.1	100.000	174	313	1.952E-94	174M
vir_ires_00443.1	vir_ires_00443.1	100.000	174	313	1.952E-94	174M
vir_ires_00443.1	vir_ires_00030.1	97.600	167	283	4.864E-83	167M
vir_ires_00443.1	vir_ires_00444.1	95.200	167	265	1.631E-76	167M
vir_ires_00054.1	vir_ires_00054.1	100.000	174	313	1.952E-94	174M
vir_ires_00119.1	vir_ires_00119.1	100.000	174	313	1.952E-94	174M
vir_ires_00485.1	vir_ires_00485.1	100.000	280	503	2.014E-154	280M
vir_ires_00486.1	vir_ires_00486.1	100.000	408	732	7.920E-227	408M
vir_ires_00017.1	vir_ires_00017.1	100.000	174	313	1.952E-94	174M
vir_ires_00538.1	vir_ires_00538.1	100.000	372	668	1.822E-206	372M
GL000255.2:3071369-3071588	GL000255.2:3071369-3071588	100.000	220	396	1.797E-120	220M
GL000255.2:3071369-3071588	GL000251.2:3292792-3293011	100.000	220	396	1.797E-120	220M
GL000255.2:3071369-3071588	GL000250.2:3148163-3148382	99.500	220	391	8.861E-119	220M
GL000255.2:3071369-3071588	CM000668.2:31815541-31815760	99.500	220	391	8.861E-119	220M
GL000255.2:3071369-3071588	GL000252.2:3063320-3063539	99.500	220	391	8.861E-119	220M
GL000255.2:3071369-3071588	hsa_ires_00604.1|Homo	99.500	216	384	4.412E-116	216M
GL000255.2:3071369-3071588	hsp70|Homo	99.400	193	343	6.931E-101	193M
MNT_75-267|Homo	MNT_75-267|Homo	100.000	193	347	3.432E-105	193M
MNT_75-267|Homo	MNT_75-267|Homo	100.000	193	347	3.432E-105	193M
MNT_75-267|Homo	CM001004.3:74721955-74722157	95.500	181	290	4.991E-84	181M
MNT_75-267|Homo	mouse_CM000679.2:2400912-2400710	95.500	181	290	4.991E-84	181M
MNT_75-267|Homo	mouse_hsa_ires_00608.1	95.500	181	290	4.991E-84	181M
MNT_75-267|Homo	mouse_MNT_75-267	95.500	181	290	4.991E-84	181M
hsa_ires_00018.1|Homo	hsa_ires_00018.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00050.1|Homo	hsa_ires_00050.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00082.1|Homo	hsa_ires_00082.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00114.1|Homo	hsa_ires_00114.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00178.1|Homo	hsa_ires_00178.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00210.1|Homo	hsa_ires_00210.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00242.1|Homo	hsa_ires_00242.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00274.1|Homo	hsa_ires_00274.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00306.1|Homo	hsa_ires_00306.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00338.1|Homo	hsa_ires_00338.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00370.1|Homo	hsa_ires_00370.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00402.1|Homo	hsa_ires_00402.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00434.1|Homo	hsa_ires_00434.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00466.1|Homo	hsa_ires_00466.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00498.1|Homo	hsa_ires_00498.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00530.1|Homo	hsa_ires_00530.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00562.1|Homo	hsa_ires_00562.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00594.1|Homo	hsa_ires_00594.1|Homo	100.000	348	625	6.852E-193	348M
hsa_ires_00626.1|Homo	hsa_ires_00626.1|Homo	100.000	75	136	2.315E-38	75M
hsa_ires_00658.1|Homo	hsa_ires_00658.1|Homo	100.000	81	147	9.195E-42	81M
hsa_ires_00690.1|Homo	hsa_ires_00690.1|Homo	100.000	174	313	1.952E-94	174M
mmu_ires_00030.1|Mus	mmu_ires_00030.1|Mus	100.000	93	168	1.455E-48	93M
mouse_hsa_ires_00065.1	mouse_hsa_ires_00065.1	100.000	121	218	1.998E-64	121M
mouse_CM000673.2:30012935-30012676	mouse_CM000673.2:30012935-30012676	100.000	117	211	3.683E-62	117M
DQ279927.1:55269-55485	DQ279927.1:55269-55485	100.000	217	390	8.960E-119	217M
ERAV_245-961|Equine	ERAV_245-961|Equine	100.000	712	1277	0.000E+00	712M
ERAV_245-961|Equine	vir_ires_00500.1	96.600	718	1164	0.000E+00	67M1I30M1D234M1D6M2D175M2D199M
TMEV|Theiler\'s	TMEV|Theiler\'s	100.000	1040	1865	0.000E+00	1040M
vir_ires_00260.1	vir_ires_00260.1	100.000	174	313	1.952E-94	174M
vir_ires_00420.1	vir_ires_00420.1	100.000	174	313	1.952E-94	174M
vir_ires_00167.1	vir_ires_00167.1	100.000	174	313	1.952E-94	174M
vir_ires_00037.1	vir_ires_00037.1	100.000	174	313	1.952E-94	174M
vir_ires_00496.1	vir_ires_00496.1	100.000	385	691	8.081E-214	385M
vir_ires_00496.1	M31182.1:1-385	100.000	385	691	8.081E-214	385M
vir_ires_00496.1	BVDV1_1-385|Bovine	100.000	385	691	8.081E-214	385M
vir_ires_00496.1	BVDV1_1-385|Bovine	100.000	385	691	8.081E-214	385M
vir_ires_00110.1	vir_ires_00110.1	100.000	174	313	1.952E-94	174M
vir_ires_00468.1	vir_ires_00468.1	100.000	174	313	1.952E-94	174M
vir_ires_00126.1	vir_ires_00126.1	100.000	174	313	1.952E-94	174M
vir_ires_00351.1	vir_ires_00351.1	100.000	174	313	1.952E-94	174M
vir_ires_00245.1	vir_ires_00245.1	100.000	174	313	1.952E-94	174M
vir_ires_00245.1	DCV_IGR|Drosophila	100.000	174	313	1.952E-94	174M
vir_ires_00207.1	vir_ires_00207.1	100.000	174	313	1.952E-94	174M
vir_ires_00363.1	vir_ires_00363.1	100.000	174	313	1.952E-94	174M
vir_ires_00290.1	vir_ires_00290.1	100.000	174	313	1.952E-94	174M
vir_ires_00539.1	vir_ires_00539.1	100.000	289	519	1.630E-159	289M
hsa_ires_00019.1|Homo	hsa_ires_00019.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00051.1|Homo	hsa_ires_00051.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00083.1|Homo	hsa_ires_00083.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00115.1|Homo	hsa_ires_00115.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00179.1|Homo	hsa_ires_00179.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00211.1|Homo	hsa_ires_00211.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00243.1|Homo	hsa_ires_00243.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00275.1|Homo	hsa_ires_00275.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00307.1|Homo	hsa_ires_00307.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00339.1|Homo	hsa_ires_00339.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00371.1|Homo	hsa_ires_00371.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00403.1|Homo	hsa_ires_00403.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00435.1|Homo	hsa_ires_00435.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00467.1|Homo	hsa_ires_00467.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00499.1|Homo	hsa_ires_00499.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00531.1|Homo	hsa_ires_00531.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00563.1|Homo	hsa_ires_00563.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00595.1|Homo	hsa_ires_00595.1|Homo	100.000	40	73	1.638E-18	40M
hsa_ires_00627.1|Homo	hsa_ires_00627.1|Homo	100.000	72	131	1.162E-36	72M
hsa_ires_00659.1|Homo	hsa_ires_00659.1|Homo	100.000	202	363	2.764E-110	202M
UtrA|Mus	UtrA|Mus	100.000	506	908	2.992E-282	506M
mouse_hsa_ires_00526.1	mouse_hsa_ires_00526.1	100.000	231	415	1.070E-126	231M
mouse_hsa_ires_00227.1	mouse_hsa_ires_00227.1	100.000	188	338	2.321E-102	188M
mouse_hsa_ires_00227.1	mouse_hsa_ires_00437.1	100.000	188	338	2.321E-102	188M
mouse_hsa_ires_00227.1	mouse_hsa_ires_00384.1	100.000	188	338	2.321E-102	188M
TMV_UI_IRESmp228|Tobacco	TMV_UI_IRESmp228|Tobacco	100.000	231	415	1.070E-126	231M
vir_ires_00055.1	vir_ires_00055.1	100.000	174	313	1.952E-94	174M
vir_ires_00446.1	vir_ires_00446.1	100.000	174	313	1.952E-94	174M
vir_ires_00155.1	vir_ires_00155.1	100.000	174	313	1.952E-94	174M
vir_ires_00184.1	vir_ires_00184.1	100.000	174	313	1.952E-94	174M
vir_ires_00298.1	vir_ires_00298.1	100.000	174	313	1.952E-94	174M
vir_ires_00213.1	vir_ires_00213.1	100.000	174	313	1.952E-94	174M
vir_ires_00244.1	vir_ires_00244.1	100.000	174	313	1.952E-94	174M
vir_ires_00423.1	vir_ires_00423.1	100.000	174	313	1.952E-94	174M
vir_ires_00252.1	vir_ires_00252.1	100.000	174	313	1.952E-94	174M
vir_ires_00373.1	vir_ires_00373.1	100.000	174	313	1.952E-94	174M
vir_ires_00059.1	vir_ires_00059.1	100.000	174	313	1.952E-94	174M
vir_ires_00323.1	vir_ires_00323.1	100.000	174	313	1.952E-94	174M
vir_ires_00540.1	vir_ires_00540.1	100.000	293	526	8.898E-162	293M
CM000671.2:33264696-33264327	CM000671.2:33264696-33264327	100.000	370	664	2.464E-205	370M
AML1/RUNX1|Homo	AML1/RUNX1|Homo	100.000	1561	2798	0.000E+00	1561M
AML1/RUNX1|Homo	hsa_ires_00593.1|Homo	97.300	1419	2403	0.000E+00	0M38D1381M
hsa_ires_00020.1|Homo	hsa_ires_00020.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00052.1|Homo	hsa_ires_00052.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00084.1|Homo	hsa_ires_00084.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00116.1|Homo	hsa_ires_00116.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00148.1|Homo	hsa_ires_00148.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00180.1|Homo	hsa_ires_00180.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00212.1|Homo	hsa_ires_00212.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00244.1|Homo	hsa_ires_00244.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00276.1|Homo	hsa_ires_00276.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00308.1|Homo	hsa_ires_00308.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00340.1|Homo	hsa_ires_00340.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00372.1|Homo	hsa_ires_00372.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00404.1|Homo	hsa_ires_00404.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00436.1|Homo	hsa_ires_00436.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00468.1|Homo	hsa_ires_00468.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00500.1|Homo	hsa_ires_00500.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00532.1|Homo	hsa_ires_00532.1|Homo	100.000	117	211	3.683E-62	117M
hsa_ires_00564.1|Homo	hsa_ires_00564.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00628.1|Homo	hsa_ires_00628.1|Homo	100.000	78	141	4.613E-40	78M
hsa_ires_00660.1|Homo	hsa_ires_00660.1|Homo	100.000	169	304	1.321E-91	169M
CM001006.3:58956225-58956532	CM001006.3:58956225-58956532	100.000	308	553	2.906E-170	308M
CM001006.3:58956225-58956532	mouse_hsa_ires_00640.1	100.000	308	553	2.906E-170	308M
CM001006.3:58956225-58956532	mouse_CM000671.2:84670396-84670748	100.000	308	553	2.906E-170	308M
CM001006.3:58956225-58956532	mmu_ires_00029.1|Mus	100.000	308	553	2.906E-170	308M
VEGF-A_-133_-1|Mus	VEGF-A_-133_-1|Mus	100.000	133	240	3.194E-71	133M
mouse_hsa_ires_00588.1	mouse_hsa_ires_00588.1	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00588.1	CM000995.3:34662106-34662369	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00588.1	mouse_hsa_ires_00597.1	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00588.1	mouse_CM000671.2:125241341-125241094	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00588.1	mouse_hsa_ires_00315.1	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00588.1	mouse_BiP_-222_-3	100.000	264	474	2.274E-145	264M
mouse_hsa_ires_00047.1	mouse_hsa_ires_00047.1	100.000	104	188	8.520E-55	104M
mouse_hsa_ires_00227.1	mouse_hsa_ires_00384.1	100.000	116	209	1.357E-61	116M
mouse_hsa_ires_00227.1	mouse_hsa_ires_00227.1	100.000	116	209	1.357E-61	116M
mouse_hsa_ires_00049.1	mouse_hsa_ires_00049.1	100.000	121	218	1.998E-64	121M
KX883663.1:6128-6306	KX883663.1:6128-6306	100.000	179	322	2.885E-97	179M
vir_ires_00269.1	vir_ires_00269.1	100.000	174	313	1.952E-94	174M
vir_ires_00169.1	vir_ires_00169.1	100.000	174	313	1.952E-94	174M
vir_ires_00191.1	vir_ires_00191.1	100.000	174	313	1.952E-94	174M
vir_ires_00325.1	vir_ires_00325.1	100.000	174	313	1.952E-94	174M
vir_ires_00366.1	vir_ires_00366.1	100.000	174	313	1.952E-94	174M
vir_ires_00006.1	vir_ires_00006.1	100.000	174	313	1.952E-94	174M
vir_ires_00104.1	vir_ires_00104.1	100.000	174	313	1.952E-94	174M
vir_ires_00051.1	vir_ires_00051.1	100.000	174	313	1.952E-94	174M
vir_ires_00095.1	vir_ires_00095.1	100.000	174	313	1.952E-94	174M
vir_ires_00171.1	vir_ires_00171.1	100.000	174	313	1.952E-94	174M
vir_ires_00317.1	vir_ires_00317.1	100.000	174	313	1.952E-94	174M
vir_ires_00196.1	vir_ires_00196.1	100.000	174	313	1.952E-94	174M
vir_ires_00541.1	vir_ires_00541.1	100.000	215	387	1.214E-117	215M
CM000671.2:84670396-84670748	CM000671.2:84670396-84670748	100.000	353	634	1.018E-195	353M
Apaf-1|Homo	Apaf-1|Homo	100.000	231	415	1.070E-126	231M
Apaf-1|Homo	hsa_ires_00580.1|Homo	100.000	231	415	1.070E-126	231M
hsa_ires_00021.1|Homo	hsa_ires_00021.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00053.1|Homo	hsa_ires_00053.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00085.1|Homo	hsa_ires_00085.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00117.1|Homo	hsa_ires_00117.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00149.1|Homo	hsa_ires_00149.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00181.1|Homo	hsa_ires_00181.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00213.1|Homo	hsa_ires_00213.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00245.1|Homo	hsa_ires_00245.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00277.1|Homo	hsa_ires_00277.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00309.1|Homo	hsa_ires_00309.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00341.1|Homo	hsa_ires_00341.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00373.1|Homo	hsa_ires_00373.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00405.1|Homo	hsa_ires_00405.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00437.1|Homo	hsa_ires_00437.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00469.1|Homo	hsa_ires_00469.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00501.1|Homo	hsa_ires_00501.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00533.1|Homo	hsa_ires_00533.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00565.1|Homo	hsa_ires_00565.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00597.1|Homo	hsa_ires_00597.1|Homo	100.000	94	170	3.948E-49	94M
hsa_ires_00629.1|Homo	hsa_ires_00629.1|Homo	100.000	75	136	2.315E-38	75M
hsa_ires_00661.1|Homo	hsa_ires_00661.1|Homo	100.000	99	179	5.798E-52	99M
mmu_ires_00000.1|Mus	mmu_ires_00000.1|Mus	100.000	166	299	6.596E-90	166M
mouse_hsa_ires_00352.1	mouse_hsa_ires_00352.1	100.000	196	353	6.879E-107	196M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00653.1	100.000	155	279	1.114E-83	155M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00303.1	100.000	155	279	1.114E-83	155M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00188.1	100.000	155	279	1.114E-83	155M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00614.1	100.000	155	279	1.114E-83	155M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00605.1	100.000	155	279	1.114E-83	155M
mouse_hsa_ires_00686.1	mouse_hsa_ires_00686.1	100.000	156	281	3.026E-84	156M
KX883934.1:6306-6467	KX883934.1:6306-6467	100.000	162	292	1.213E-87	162M
TRV_5NTR|Triatoma	TRV_5NTR|Triatoma	100.000	694	1245	0.000E+00	694M
TRV_5NTR|Triatoma	TRV_5NTR|Triatoma	100.000	694	1245	0.000E+00	694M
vir_ires_00417.1	vir_ires_00417.1	100.000	174	313	1.952E-94	174M
vir_ires_00062.1	vir_ires_00062.1	100.000	174	313	1.952E-94	174M
vir_ires_00277.1	vir_ires_00277.1	100.000	174	313	1.952E-94	174M
vir_ires_00394.1	vir_ires_00394.1	100.000	174	313	1.952E-94	174M
vir_ires_00219.1	vir_ires_00219.1	100.000	174	313	1.952E-94	174M
vir_ires_00347.1	vir_ires_00347.1	100.000	174	313	1.952E-94	174M
vir_ires_00128.1	vir_ires_00128.1	100.000	174	313	1.952E-94	174M
vir_ires_00247.1	vir_ires_00247.1	100.000	174	313	1.952E-94	174M
vir_ires_00086.1	vir_ires_00086.1	100.000	174	313	1.952E-94	174M
vir_ires_00462.1	vir_ires_00462.1	100.000	174	313	1.952E-94	174M
vir_ires_00462.1	vir_ires_00029.1	97.600	168	285	1.063E-83	168M
vir_ires_00390.1	vir_ires_00390.1	100.000	174	313	1.952E-94	174M
vir_ires_00081.1	vir_ires_00081.1	100.000	174	313	1.952E-94	174M
vir_ires_00109.1	vir_ires_00109.1	100.000	174	313	1.952E-94	174M
vir_ires_00023.1	vir_ires_00023.1	100.000	174	313	1.952E-94	174M
vir_ires_00040.1	vir_ires_00040.1	100.000	174	313	1.952E-94	174M
vir_ires_00542.1	vir_ires_00542.1	100.000	264	474	2.274E-145	264M
CM000673.2:30012935-30012676	CM000673.2:30012935-30012676	100.000	260	467	4.168E-143	260M
AQP4|Homo	AQP4|Homo	100.000	284	510	1.099E-156	284M
n-MYC|Homo	n-MYC|Homo	100.000	320	575	4.729E-177	320M
hsa_ires_00022.1|Homo	hsa_ires_00022.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00054.1|Homo	hsa_ires_00054.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00086.1|Homo	hsa_ires_00086.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00118.1|Homo	hsa_ires_00118.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00150.1|Homo	hsa_ires_00150.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00182.1|Homo	hsa_ires_00182.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00214.1|Homo	hsa_ires_00214.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00246.1|Homo	hsa_ires_00246.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00278.1|Homo	hsa_ires_00278.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00310.1|Homo	hsa_ires_00310.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00342.1|Homo	hsa_ires_00342.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00374.1|Homo	hsa_ires_00374.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00406.1|Homo	hsa_ires_00406.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00438.1|Homo	hsa_ires_00438.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00470.1|Homo	hsa_ires_00470.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00502.1|Homo	hsa_ires_00502.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00534.1|Homo	hsa_ires_00534.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00566.1|Homo	hsa_ires_00566.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00598.1|Homo	hsa_ires_00598.1|Homo	100.000	367	659	1.226E-203	367M
hsa_ires_00598.1|Homo	c-myc|Homo	100.000	367	659	1.226E-203	367M
hsa_ires_00598.1|Homo	CM000670.2:127736244-127736545	100.000	302	543	4.222E-161	302M
hsa_ires_00630.1|Homo	hsa_ires_00630.1|Homo	100.000	96	174	2.905E-50	96M
hsa_ires_00662.1|Homo	hsa_ires_00662.1|Homo	100.000	188	338	2.321E-102	188M
CM000997.3:40948223-40947846	CM000997.3:40948223-40947846	100.000	378	679	7.358E-210	378M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00653.1	100.000	179	322	2.885E-97	179M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00303.1	100.000	179	322	2.885E-97	179M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00614.1	100.000	179	322	2.885E-97	179M
mouse_hsa_ires_00653.1	mouse_hsa_ires_00605.1	100.000	179	322	2.885E-97	179M
mouse_hsa_ires_00666.1	mouse_hsa_ires_00666.1	100.000	292	525	3.274E-161	292M
mouse_hsa_ires_00666.1	mouse_hsa_ires_00669.1	100.000	292	525	3.274E-161	292M
mouse_hsa_ires_00666.1	mouse_hsa_ires_00667.1	100.000	292	525	3.274E-161	292M
mouse_hsa_ires_00666.1	mouse_hsa_ires_00665.1	100.000	292	525	3.274E-161	292M
mouse_hsa_ires_00666.1	mouse_hsa_ires_00668.1	100.000	292	525	3.274E-161	292M
KX883972.1:5630-5823	KX883972.1:5630-5823	100.000	194	349	9.322E-106	194M
FMDV_type_C|Foot-and-mouth	FMDV_type_C|Foot-and-mouth	100.000	461	827	8.397E-257	461M
vir_ires_00147.1	vir_ires_00147.1	100.000	174	313	1.952E-94	174M
vir_ires_00127.1	vir_ires_00127.1	100.000	174	313	1.952E-94	174M
vir_ires_00399.1	vir_ires_00399.1	100.000	174	313	1.952E-94	174M
vir_ires_00094.1	vir_ires_00094.1	100.000	174	313	1.952E-94	174M
vir_ires_00502.1	vir_ires_00502.1	100.000	642	1152	0.000E+00	642M
vir_ires_00421.1	vir_ires_00421.1	100.000	174	313	1.952E-94	174M
vir_ires_00432.1	vir_ires_00432.1	100.000	174	313	1.952E-94	174M
vir_ires_00432.1	vir_ires_00027.1	98.100	166	285	4.965E-84	166M
vir_ires_00359.1	vir_ires_00359.1	100.000	174	313	1.952E-94	174M
vir_ires_00163.1	vir_ires_00163.1	100.000	174	313	1.952E-94	174M
vir_ires_00283.1	vir_ires_00283.1	100.000	174	313	1.952E-94	174M
vir_ires_00096.1	vir_ires_00096.1	100.000	174	313	1.952E-94	174M
vir_ires_00447.1	vir_ires_00447.1	100.000	174	313	1.952E-94	174M
vir_ires_00159.1	vir_ires_00159.1	100.000	174	313	1.952E-94	174M
vir_ires_00511.1	vir_ires_00511.1	100.000	144	259	1.885E-77	144M
vir_ires_00543.1	vir_ires_00543.1	100.000	96	174	2.905E-50	96M
AT1R_var1|Homo	AT1R_var1|Homo	100.000	356	639	2.045E-197	356M
AT1R_var1|Homo	AT1R_var4|Homo	99.600	312	556	1.087E-166	312M
NRF_-653_-17|Homo	NRF_-653_-17|Homo	100.000	637	1143	0.000E+00	637M
NRF_-653_-17|Homo	hsa_ires_00611.1|Homo	99.800	637	1138	0.000E+00	637M
hsa_ires_00023.1|Homo	hsa_ires_00023.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00055.1|Homo	hsa_ires_00055.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00087.1|Homo	hsa_ires_00087.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00119.1|Homo	hsa_ires_00119.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00151.1|Homo	hsa_ires_00151.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00183.1|Homo	hsa_ires_00183.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00215.1|Homo	hsa_ires_00215.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00247.1|Homo	hsa_ires_00247.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00279.1|Homo	hsa_ires_00279.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00311.1|Homo	hsa_ires_00311.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00343.1|Homo	hsa_ires_00343.1|Homo	100.000	174	313	1.952E-94	174M
