Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
135,"hsa_ires_00211.1|Homo sapiens (human)|chr10:100,329,941-100,330,114-","hsa_ires_00211.1|Homo sapiens (human)|chr10:100,329,941-100,330,114-",,Homo sapiens (human),"chr10:100,329,941-100,330,114-",174
136,"hsa_ires_00243.1|Homo sapiens (human)|chr10:63,133,297-63,133,470+","hsa_ires_00243.1|Homo sapiens (human)|chr10:63,133,297-63,133,470+",,Homo sapiens (human),"chr10:63,133,297-63,133,470+",174
137,"hsa_ires_00275.1|Homo sapiens (human)|chr2:202,911,477-202,911,650-","hsa_ires_00275.1|Homo sapiens (human)|chr2:202,911,477-202,911,650-",,Homo sapiens (human),"chr2:202,911,477-202,911,650-",174
138,"hsa_ires_00307.1|Homo sapiens (human)|chr4:83,536,449-83,536,622+","hsa_ires_00307.1|Homo sapiens (human)|chr4:83,536,449-83,536,622+",,Homo sapiens (human),"chr4:83,536,449-83,536,622+",174
139,"hsa_ires_00339.1|Homo sapiens (human)|chr1:161,176,061-161,177,486-","hsa_ires_00339.1|Homo sapiens (human)|chr1:161,176,061-161,177,486-",,Homo sapiens (human),"chr1:161,176,061-161,177,486-",174
140,"hsa_ires_00371.1|Homo sapiens (human)|chr5:150,447,734-150,449,663-","hsa_ires_00371.1|Homo sapiens (human)|chr5:150,447,734-150,449,663-",,Homo sapiens (human),"chr5:150,447,734-150,449,663-",174
141,"hsa_ires_00403.1|Homo sapiens (human)|chr12:16,600,861-16,608,034-","hsa_ires_00403.1|Homo sapiens (human)|chr12:16,600,861-16,608,034-",,Homo sapiens (human),"chr12:16,600,861-16,608,034-",174
142,"hsa_ires_00435.1|Homo sapiens (human)|chr21:30,430,276-30,430,449+","hsa_ires_00435.1|Homo sapiens (human)|chr21:30,430,276-30,430,449+",,Homo sapiens (human),"chr21:30,430,276-30,430,449+",174
143,"hsa_ires_00467.1|Homo sapiens (human)|chr21:31,659,622-31,659,795+","hsa_ires_00467.1|Homo sapiens (human)|chr21:31,659,622-31,659,795+",,Homo sapiens (human),"chr21:31,659,622-31,659,795+",174
144,"hsa_ires_00499.1|Homo sapiens (human)|chr6:26,365,255-26,368,050+","hsa_ires_00499.1|Homo sapiens (human)|chr6:26,365,255-26,368,050+",,Homo sapiens (human),"chr6:26,365,255-26,368,050+",174
145,"hsa_ires_00531.1|Homo sapiens (human)|chr11:66,952,430-66,954,383-","hsa_ires_00531.1|Homo sapiens (human)|chr11:66,952,430-66,954,383-",,Homo sapiens (human),"chr11:66,952,430-66,954,383-",174
146,"hsa_ires_00563.1|Homo sapiens (human)|chr1:25,272,490-25,272,663+","hsa_ires_00563.1|Homo sapiens (human)|chr1:25,272,490-25,272,663+",,Homo sapiens (human),"chr1:25,272,490-25,272,663+",174
147,"hsa_ires_00595.1|Homo sapiens (human)|chr3:148,697,903-148,697,942+","hsa_ires_00595.1|Homo sapiens (human)|chr3:148,697,903-148,697,942+",,Homo sapiens (human),"chr3:148,697,903-148,697,942+",40
148,hsa_ires_00627.1|Homo sapiens (human)|NA,hsa_ires_00627.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,72
149,"hsa_ires_00659.1|Homo sapiens (human)|chr15:43,800,421-43,800,622+","hsa_ires_00659.1|Homo sapiens (human)|chr15:43,800,421-43,800,622+",,Homo sapiens (human),"chr15:43,800,421-43,800,622+",202
150,UtrA|Mus musculus,UtrA|Mus musculus,,Mus musculus (mouse),,506
151,mouse_hsa_ires_00526.1 | chr7:143344721-143344951(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00526.1 | chr7:143344721-143344951(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr7:143344721-143344951-,231
152,mouse_hsa_ires_00227.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00227.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr3:87822002-87822189+,188
152,mouse_hsa_ires_00227.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00437.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr3:87822002-87822189+,188
152,mouse_hsa_ires_00227.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00384.1 | chr3:87822002-87822189(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr3:87822002-87822189+,188
153,TMV_UI_IRESmp228|Tobacco mosaic virus,TMV_UI_IRESmp228|Tobacco mosaic virus,,Tobacco mosaic virus,,231
154,vir_ires_00055.1,vir_ires_00055.1,,Virus,,174
155,vir_ires_00446.1,vir_ires_00446.1,,Virus,,174
156,vir_ires_00155.1,vir_ires_00155.1,,Virus,,174
157,vir_ires_00184.1,vir_ires_00184.1,,Virus,,174
158,vir_ires_00298.1,vir_ires_00298.1,,Virus,,174
159,vir_ires_00213.1,vir_ires_00213.1,,Virus,,174
160,vir_ires_00244.1,vir_ires_00244.1,,Virus,,174
161,vir_ires_00423.1,vir_ires_00423.1,,Virus,,174
162,vir_ires_00252.1,vir_ires_00252.1,,Virus,,174
163,vir_ires_00373.1,vir_ires_00373.1,,Virus,,174
164,vir_ires_00059.1,vir_ires_00059.1,,Virus,,174
165,vir_ires_00323.1,vir_ires_00323.1,,Virus,,174
166,vir_ires_00540.1,vir_ires_00540.1,,Virus,,293
167,"CM000671.2:33264696-33264327 Homo sapiens IRES_Bag1 Homo sapiens chromosome 9, GRCh38 reference primary assembly.","CM000671.2:33264696-33264327 Homo sapiens IRES_Bag1 Homo sapiens chromosome 9, GRCh38 reference primary assembly.",,Homo sapiens (human),,370
168,AML1/RUNX1|Homo sapiens,AML1/RUNX1|Homo sapiens,,Homo sapiens (human),,1561
168,AML1/RUNX1|Homo sapiens,"hsa_ires_00593.1|Homo sapiens (human)|chr21:34,887,113-34,888,690-",,Homo sapiens (human),"chr21:34,887,113-34,888,690-",1578
169,"hsa_ires_00020.1|Homo sapiens (human)|chr1:151,326,180-151,326,353-","hsa_ires_00020.1|Homo sapiens (human)|chr1:151,326,180-151,326,353-",,Homo sapiens (human),"chr1:151,326,180-151,326,353-",174
170,"hsa_ires_00052.1|Homo sapiens (human)|chr6:139,288,891-139,292,071-","hsa_ires_00052.1|Homo sapiens (human)|chr6:139,288,891-139,292,071-",,Homo sapiens (human),"chr6:139,288,891-139,292,071-",174
171,"hsa_ires_00084.1|Homo sapiens (human)|chr12:57,048,324-57,050,040-","hsa_ires_00084.1|Homo sapiens (human)|chr12:57,048,324-57,050,040-",,Homo sapiens (human),"chr12:57,048,324-57,050,040-",174
172,"hsa_ires_00116.1|Homo sapiens (human)|chr3:183,099,404-183,099,577-","hsa_ires_00116.1|Homo sapiens (human)|chr3:183,099,404-183,099,577-",,Homo sapiens (human),"chr3:183,099,404-183,099,577-",174
173,"hsa_ires_00148.1|Homo sapiens (human)|chr12:54,384,515-54,384,688-","hsa_ires_00148.1|Homo sapiens (human)|chr12:54,384,515-54,384,688-",,Homo sapiens (human),"chr12:54,384,515-54,384,688-",174
174,"hsa_ires_00180.1|Homo sapiens (human)|chr14:73,896,532-73,898,241+","hsa_ires_00180.1|Homo sapiens (human)|chr14:73,896,532-73,898,241+",,Homo sapiens (human),"chr14:73,896,532-73,898,241+",174
175,"hsa_ires_00212.1|Homo sapiens (human)|chr4:102,826,509-102,827,780-","hsa_ires_00212.1|Homo sapiens (human)|chr4:102,826,509-102,827,780-",,Homo sapiens (human),"chr4:102,826,509-102,827,780-",174
176,"hsa_ires_00244.1|Homo sapiens (human)|chr8:133,284,312-133,297,289-","hsa_ires_00244.1|Homo sapiens (human)|chr8:133,284,312-133,297,289-",,Homo sapiens (human),"chr8:133,284,312-133,297,289-",174
177,"hsa_ires_00276.1|Homo sapiens (human)|chr4:80,335,720-80,362,767+","hsa_ires_00276.1|Homo sapiens (human)|chr4:80,335,720-80,362,767+",,Homo sapiens (human),"chr4:80,335,720-80,362,767+",174
178,"hsa_ires_00308.1|Homo sapiens (human)|chr12:54,257,643-54,280,131-","hsa_ires_00308.1|Homo sapiens (human)|chr12:54,257,643-54,280,131-",,Homo sapiens (human),"chr12:54,257,643-54,280,131-",174
179,"hsa_ires_00340.1|Homo sapiens (human)|chr15:34,102,358-34,102,531+","hsa_ires_00340.1|Homo sapiens (human)|chr15:34,102,358-34,102,531+",,Homo sapiens (human),"chr15:34,102,358-34,102,531+",174
180,"hsa_ires_00372.1|Homo sapiens (human)|chr5:172,959,436-172,960,005+","hsa_ires_00372.1|Homo sapiens (human)|chr5:172,959,436-172,960,005+",,Homo sapiens (human),"chr5:172,959,436-172,960,005+",174
181,"hsa_ires_00404.1|Homo sapiens (human)|chr11:6,403,767-6,405,210-","hsa_ires_00404.1|Homo sapiens (human)|chr11:6,403,767-6,405,210-",,Homo sapiens (human),"chr11:6,403,767-6,405,210-",174
182,"hsa_ires_00436.1|Homo sapiens (human)|chr3:172,752,321-172,754,530+","hsa_ires_00436.1|Homo sapiens (human)|chr3:172,752,321-172,754,530+",,Homo sapiens (human),"chr3:172,752,321-172,754,530+",174
183,"hsa_ires_00468.1|Homo sapiens (human)|chr10:103,392,458-103,395,910-","hsa_ires_00468.1|Homo sapiens (human)|chr10:103,392,458-103,395,910-",,Homo sapiens (human),"chr10:103,392,458-103,395,910-",174
184,"hsa_ires_00500.1|Homo sapiens (human)|chr14:72,939,836-72,940,326+","hsa_ires_00500.1|Homo sapiens (human)|chr14:72,939,836-72,940,326+",,Homo sapiens (human),"chr14:72,939,836-72,940,326+",174
185,"hsa_ires_00532.1|Homo sapiens (human)|chr10:60,778,479-60,780,165+","hsa_ires_00532.1|Homo sapiens (human)|chr10:60,778,479-60,780,165+",,Homo sapiens (human),"chr10:60,778,479-60,780,165+",117
186,"hsa_ires_00564.1|Homo sapiens (human)|chr9:113,501,427-113,501,600+","hsa_ires_00564.1|Homo sapiens (human)|chr9:113,501,427-113,501,600+",,Homo sapiens (human),"chr9:113,501,427-113,501,600+",174
187,hsa_ires_00628.1|Homo sapiens (human)|NA,hsa_ires_00628.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,78
188,"hsa_ires_00660.1|Homo sapiens (human)|chr2:218,217,094-218,217,470+","hsa_ires_00660.1|Homo sapiens (human)|chr2:218,217,094-218,217,470+",,Homo sapiens (human),"chr2:218,217,094-218,217,470+",169
189,"CM001006.3:58956225-58956532 Mus musculus IRES_TrkB CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J","CM001006.3:58956225-58956532 Mus musculus IRES_TrkB CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J",RF00547,Mus musculus (mouse),,308
189,"CM001006.3:58956225-58956532 Mus musculus IRES_TrkB CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J",mmu_ires_00029.1|Mus musculus (house mouse),RF00547,Mus musculus (mouse),,344
189,"CM001006.3:58956225-58956532 Mus musculus IRES_TrkB CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J",mouse_hsa_ires_00640.1 | chr13:58956225-58956532(+) | RF00547 | IRES_TrkB | IRES,RF00547,chr13:58956225-58956532(+),chr13:58956225-58956532+,308
189,"CM001006.3:58956225-58956532 Mus musculus IRES_TrkB CM001006.3 Mus musculus chromosome 13, GRCm39 reference primary assembly C57BL/6J",mouse_CM000671.2:84670396-84670748 | chr13:58956225-58956532(+) | RF00547 | IRES_TrkB | IRES,RF00547,chr13:58956225-58956532(+),chr13:58956225-58956532+,308
190,VEGF-A_-133_-1|Mus musculus,VEGF-A_-133_-1|Mus musculus,,Mus musculus (mouse),,133
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr2:34662106-34662369+,264
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),"CM000995.3:34662106-34662369 Mus musculus IRES_Bip Mus musculus chromosome 2, GRCm39 reference primary assembly C57BL/6J",,Mus musculus (mouse),,264
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00597.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr2:34662106-34662369+,264
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_CM000671.2:125241341-125241094 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr2:34662106-34662369+,264
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00315.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr2:34662106-34662369+,264
191,mouse_hsa_ires_00588.1 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_BiP_-222_-3 | chr2:34662106-34662369(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr2:34662106-34662369+,264
192,mouse_hsa_ires_00047.1 | chr4:116860349-116860452(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00047.1 | chr4:116860349-116860452(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr4:116860349-116860452+,104
193,mouse_hsa_ires_00227.1 | chr3:88126356-88126471(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00227.1 | chr3:88126356-88126471(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr3:88126356-88126471-,116
193,mouse_hsa_ires_00227.1 | chr3:88126356-88126471(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00384.1 | chr3:87952513-87952628(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr3:87952513-87952628-,116
194,mouse_hsa_ires_00049.1 | chr1:133282574-133282694(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00049.1 | chr1:133282574-133282694(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr1:133282574-133282694-,121
195,"KX883663.1:6128-6306 Shahe picorna-like virus 11 IRES_Cripavirus Shahe picorna-like virus 11 strain SHWC13613 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX883663.1:6128-6306 Shahe picorna-like virus 11 IRES_Cripavirus Shahe picorna-like virus 11 strain SHWC13613 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,179
196,vir_ires_00269.1,vir_ires_00269.1,,Virus,,174
197,vir_ires_00169.1,vir_ires_00169.1,,Virus,,174
198,vir_ires_00191.1,vir_ires_00191.1,,Virus,,174
199,vir_ires_00325.1,vir_ires_00325.1,,Virus,,174
200,vir_ires_00366.1,vir_ires_00366.1,,Virus,,174
201,vir_ires_00006.1,vir_ires_00006.1,,Virus,,174
202,vir_ires_00104.1,vir_ires_00104.1,,Virus,,174
203,vir_ires_00051.1,vir_ires_00051.1,,Virus,,174
204,vir_ires_00095.1,vir_ires_00095.1,,Virus,,174
205,vir_ires_00171.1,vir_ires_00171.1,,Virus,,174
206,vir_ires_00317.1,vir_ires_00317.1,,Virus,,174
207,vir_ires_00196.1,vir_ires_00196.1,,Virus,,174
208,vir_ires_00541.1,vir_ires_00541.1,,Virus,,215
209,"CM000671.2:84670396-84670748 Homo sapiens IRES_TrkB Homo sapiens chromosome 9, GRCh38 reference primary assembly.","CM000671.2:84670396-84670748 Homo sapiens IRES_TrkB Homo sapiens chromosome 9, GRCh38 reference primary assembly.",,Homo sapiens (human),,353
210,Apaf-1|Homo sapiens,Apaf-1|Homo sapiens,,Homo sapiens (human),,231
210,Apaf-1|Homo sapiens,"hsa_ires_00580.1|Homo sapiens (human)|chr12:98,645,644-98,648,359+",,Homo sapiens (human),"chr12:98,645,644-98,648,359+",233
211,"hsa_ires_00021.1|Homo sapiens (human)|chrX:101,616,621-101,617,912-","hsa_ires_00021.1|Homo sapiens (human)|chrX:101,616,621-101,617,912-",,Homo sapiens (human),"chrX:101,616,621-101,617,912-",174
212,"hsa_ires_00053.1|Homo sapiens (human)|chr9:133,129,228-133,129,401-","hsa_ires_00053.1|Homo sapiens (human)|chr9:133,129,228-133,129,401-",,Homo sapiens (human),"chr9:133,129,228-133,129,401-",174
213,"hsa_ires_00085.1|Homo sapiens (human)|chr15:82,571,498-82,571,671-","hsa_ires_00085.1|Homo sapiens (human)|chr15:82,571,498-82,571,671-",,Homo sapiens (human),"chr15:82,571,498-82,571,671-",174
214,"hsa_ires_00117.1|Homo sapiens (human)|chr19:40,442,081-40,442,494-","hsa_ires_00117.1|Homo sapiens (human)|chr19:40,442,081-40,442,494-",,Homo sapiens (human),"chr19:40,442,081-40,442,494-",174
215,"hsa_ires_00149.1|Homo sapiens (human)|chr11:55,554,307-55,554,480+","hsa_ires_00149.1|Homo sapiens (human)|chr11:55,554,307-55,554,480+",,Homo sapiens (human),"chr11:55,554,307-55,554,480+",174
216,"hsa_ires_00181.1|Homo sapiens (human)|chr17:49,622,811-49,677,988-","hsa_ires_00181.1|Homo sapiens (human)|chr17:49,622,811-49,677,988-",,Homo sapiens (human),"chr17:49,622,811-49,677,988-",174
217,"hsa_ires_00213.1|Homo sapiens (human)|chr8:123,416,725-123,416,898+","hsa_ires_00213.1|Homo sapiens (human)|chr8:123,416,725-123,416,898+",,Homo sapiens (human),"chr8:123,416,725-123,416,898+",174
218,"hsa_ires_00245.1|Homo sapiens (human)|chr15:50,686,534-50,686,707-","hsa_ires_00245.1|Homo sapiens (human)|chr15:50,686,534-50,686,707-",,Homo sapiens (human),"chr15:50,686,534-50,686,707-",174
219,"hsa_ires_00277.1|Homo sapiens (human)|chr3:52,149,977-52,154,361-","hsa_ires_00277.1|Homo sapiens (human)|chr3:52,149,977-52,154,361-",,Homo sapiens (human),"chr3:52,149,977-52,154,361-",174
220,"hsa_ires_00309.1|Homo sapiens (human)|chr1:113,904,718-113,904,891-","hsa_ires_00309.1|Homo sapiens (human)|chr1:113,904,718-113,904,891-",,Homo sapiens (human),"chr1:113,904,718-113,904,891-",174
221,"hsa_ires_00341.1|Homo sapiens (human)|chr2:15,558,622-15,561,348-","hsa_ires_00341.1|Homo sapiens (human)|chr2:15,558,622-15,561,348-",,Homo sapiens (human),"chr2:15,558,622-15,561,348-",174
222,"hsa_ires_00373.1|Homo sapiens (human)|chr6:30,571,393-30,577,414+","hsa_ires_00373.1|Homo sapiens (human)|chr6:30,571,393-30,577,414+",,Homo sapiens (human),"chr6:30,571,393-30,577,414+",174
223,"hsa_ires_00405.1|Homo sapiens (human)|chr17:17,522,382-17,577,465-","hsa_ires_00405.1|Homo sapiens (human)|chr17:17,522,382-17,577,465-",,Homo sapiens (human),"chr17:17,522,382-17,577,465-",174
224,"hsa_ires_00437.1|Homo sapiens (human)|chr1:155,679,501-155,679,674-","hsa_ires_00437.1|Homo sapiens (human)|chr1:155,679,501-155,679,674-",,Homo sapiens (human),"chr1:155,679,501-155,679,674-",174
225,"hsa_ires_00469.1|Homo sapiens (human)|chr11:66,000,390-66,002,066-","hsa_ires_00469.1|Homo sapiens (human)|chr11:66,000,390-66,002,066-",,Homo sapiens (human),"chr11:66,000,390-66,002,066-",174
226,"hsa_ires_00501.1|Homo sapiens (human)|chr8:76,984,179-77,000,004-","hsa_ires_00501.1|Homo sapiens (human)|chr8:76,984,179-77,000,004-",,Homo sapiens (human),"chr8:76,984,179-77,000,004-",174
227,"hsa_ires_00533.1|Homo sapiens (human)|chr11:85,648,040-85,654,186+","hsa_ires_00533.1|Homo sapiens (human)|chr11:85,648,040-85,654,186+",,Homo sapiens (human),"chr11:85,648,040-85,654,186+",174
228,"hsa_ires_00565.1|Homo sapiens (human)|chr1:161,118,325-161,118,498+","hsa_ires_00565.1|Homo sapiens (human)|chr1:161,118,325-161,118,498+",,Homo sapiens (human),"chr1:161,118,325-161,118,498+",174
229,"hsa_ires_00597.1|Homo sapiens (human)|chr9:125,241,127-125,241,220-","hsa_ires_00597.1|Homo sapiens (human)|chr9:125,241,127-125,241,220-",RF00223,Homo sapiens (human),"chr9:125,241,127-125,241,220-",94
230,hsa_ires_00629.1|Homo sapiens (human)|NA,hsa_ires_00629.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,75
231,"hsa_ires_00661.1|Homo sapiens (human)|chr6:24,666,763-24,666,861-","hsa_ires_00661.1|Homo sapiens (human)|chr6:24,666,763-24,666,861-",,Homo sapiens (human),"chr6:24,666,763-24,666,861-",99
232,mmu_ires_00000.1|Mus musculus (house mouse),mmu_ires_00000.1|Mus musculus (house mouse),,Mus musculus (mouse),,166
233,mouse_hsa_ires_00352.1 | chr14:65411372-65411567(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00352.1 | chr14:65411372-65411567(+) | RF00216 | IRES_c-myc | internal ribosome entry site (IRES),RF00216,Mus musculus (mouse),chr14:65411372-65411567+,196
234,mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr2:172180647-172180801+,155
234,mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00303.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr2:172180647-172180801+,155
234,mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00188.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr2:172180647-172180801+,155
234,mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00614.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr2:172180647-172180801+,155
234,mouse_hsa_ires_00653.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00605.1 | chr2:172180647-172180801(+) | RF00261 | IRES_L-myc | internal ribosome entry site (IRES),RF00261,Mus musculus (mouse),chr2:172180647-172180801+,155
