accession,bits_score,start,end,description,species,tax_id
WBNJ01000023.1,96.3,3270696,3270502,"WBNJ01000023.1 Halcyon senegalensis voucher USNM:642956 isolate B10K-DU-024-03 scaffold_20, whole genome shotgun sequence",Halcyon senegalensis,342381
KL217401.1,96.1,20794,20988,"KL217401.1 Picoides pubescens isolate BGI_N307 unplaced genomic scaffold scaffold369, whole genome shotgun sequence",Picoides pubescens (downy woodpecker),118200
CM000963.2,95.9,60895304,60895111,"Meleagris gallopavo isolate NT-WF06-2002-E0010 breed Aviagen turkey brand Nicholas breeding stock chromosome 2, whole genome shotgun sequence.",Meleagris gallopavo (turkey),9103
JACAGB010000005.1,95.8,9503746,9503924,"JACAGB010000005.1 Pipistrellus kuhlii isolate mPipKuh1 scaffold_m20_p_5, whole genome shotgun sequence",Pipistrellus kuhlii (Kuhl's pipistrelle),59472
CM008197.2,95.6,124914577,124914395,"CM008197.2 Bos taurus isolate L1 Dominette 01449 registration number 42190680 breed Hereford chromosome X, whole genome shotgun sequence",Bos taurus (cattle),9913
CM016720.1,95.6,15683920,15684102,"CM016720.1 Bos grunniens isolate yakHY00 ecotype maiwa chromosome Y, whole genome shotgun sequence",Bos grunniens (domestic yak),30521
JH880578.1,95.6,1528808,1528990,"JH880578.1 Bos grunniens mutus unplaced genomic scaffold scaffold300_1, whole genome shotgun sequence",Bos grunniens mutus,72004
NC_032679.1,95.6,77588735,77588553,"NC_032679.1 Bos indicus isolate QUIL7308 breed Nelore chromosome X, Bos_indicus_1.0, whole genome shotgun sequence",Bos indicus,9915
NW_011484581.1,95.6,10959,11141,"NW_011484581.1 Bison bison bison isolate TAMUID 2011002044 unplaced genomic scaffold, Bison_UMD1.0 scf7180017854008, whole genome shotgun sequence",Bison bison bison (north american plains bison),43346
VXBD01008216.1,95.6,129245,129422,"VXBD01008216.1 Indicator maculatus voucher USNM:630811 isolate B10K-DU-001-78 scaffold3631, whole genome shotgun sequence",Indicator maculatus,545262
VXAB01012079.1,95.3,22264,22076,"VXAB01012079.1 Odontophorus gujanensis voucher USNM:621708 isolate B10K-DU-001-53 scaffold68, whole genome shotgun sequence",Odontophorus gujanensis (marbled wood quail),886794
CM019262.1,95.3,4987469,4987270,"CM019262.1 Piliocolobus tephrosceles isolate RC106 chromosome Y, whole genome shotgun sequence",Piliocolobus tephrosceles (Ugandan red Colobus),591936
WAAB01018278.1,95.1,165598,165406,"WAAB01018278.1 Piaya cayana voucher USNM:632527 isolate B10K-DU-008-47 scaffold17581, whole genome shotgun sequence",Piaya cayana (squirrel cuckoo),33601
CM001671.1,94.9,16499699,16499899,"Nomascus leucogenys chromosome X, whole genome shotgun sequence.",Nomascus leucogenys (Northern white-cheeked gibbon),61853
KK547984.1,94.9,2063,2242,"KK547984.1 Colius striatus isolate BGI_N325 unplaced genomic scaffold scaffold24857, whole genome shotgun sequence",Colius striatus (speckled mousebird),57412
ML685835.1,94.2,2545393,2545592,"ML685835.1 Pelusios castaneus unplaced genomic scaffold Scaffold106, whole genome shotgun sequence",Pelusios castaneus,367368
KZ293966.1,94,1961574,1961763,"KZ293966.1 Spermophilus dauricus unplaced genomic scaffold scaffold419, whole genome shotgun sequence",Spermophilus dauricus (Daurian ground squirrel),99837
VYZR01127904.1,94,44590,44743,"VYZR01127904.1 Oxylabes madagascariensis voucher FMNH:AVES:352915 isolate B10K-DU-002-81 scaffold25308, whole genome shotgun sequence",Oxylabes madagascariensis,98144
KN123463.1,94,2609792,2609984,"KN123463.1 Fukomys damarensis unplaced genomic scaffold scaffold462, whole genome shotgun sequence",Fukomys damarensis (Damara mole-rat),885580
VCEB01007332.1,93.6,3609,3793,"VCEB01007332.1 Muntiacus reevesi isolate UCam_UCB_Mr Sca7420, whole genome shotgun sequence",Muntiacus reevesi (Chinese muntjac),9886
KQ009171.1,93.3,19045280,19045479,"KQ009171.1 Macaca nemestrina isolate M95218 unplaced genomic scaffold Scaffold7, whole genome shotgun sequence",Macaca nemestrina (pig-tailed macaque),9545
VWZH01000015.1,93.3,6775093,6774892,"VWZH01000015.1 Dromaius novaehollandiae voucher LSUMZ:Ornithology:B23963 isolate B10K-LSUMZ-23963 scaffold_14, whole genome shotgun sequence",Dromaius novaehollandiae (emu),8790
LWLT01000021.1,92.8,51523717,51523533,"LWLT01000021.1 Capra hircus breed San Clemente chromosome X cluster_21, whole genome shotgun sequence",Capra hircus (goat),9925
JAATJV010382665.1,92.8,4061356,4061169,"JAATJV010382665.1 Sciurus carolinensis isolate SUZIE scaffold3959, whole genome shotgun sequence",Sciurus carolinensis (gray squirrel),30640
KN980362.1,92.7,2585032,2584832,"KN980362.1 Colobus angolensis palliatus isolate OR3802 unplaced genomic scaffold Scaffold188, whole genome shotgun sequence",Colobus angolensis palliatus,336983
WBNM01042908.1,92.6,6112,6297,"WBNM01042908.1 Ramphastos sulfuratus voucher USNM:607736 isolate B10K-DU-001-30 scaffold5817, whole genome shotgun sequence",Ramphastos sulfuratus,322582
QVIC01000174.1,92.3,3691293,3691482,"QVIC01000174.1 Urocitellus parryii isolate AGS 11-09-20 scaffold_173, whole genome shotgun sequence",Spermophilus parryii (Arctic ground squirrel),9999
VZRC01000034.1,92.2,1955008,1954820,"VZRC01000034.1 Chunga burmeisteri voucher UWBM:77230 isolate B10K-CU-031-22 scaffold_30, whole genome shotgun sequence",Chunga burmeisteri (black-legged seriema),1352770
VWPQ01000191.1,91.3,57792,57978,"VWPQ01000191.1 Ceuthmochares aereus voucher LSUMZ:Ornithology:B45261 isolate B10K-CU-031-02 scaffold_189, whole genome shotgun sequence",Ceuthmochares aereus,1961834
VWZI01000252.1,91.3,168682,168867,"VWZI01000252.1 Psilopogon haemacephalus voucher USNM:607367 isolate B10K-DU-001-24 scaffold3380, whole genome shotgun sequence",Psilopogon haemacephalus,2585815
KK522271.1,91.1,44843,44656,"KK522271.1 Cariama cristata isolate BGI_N322 unplaced genomic scaffold scaffold10357, whole genome shotgun sequence",Cariama cristata (red-legged seriema),54380
JH000161.1,90.5,221470,221665,"JH000161.1 Cricetulus griseus cell line CHO-K1 unplaced genomic scaffold scaffold728, whole genome shotgun sequence",Cricetulus griseus (Chinese hamster),10029
KQ023314.1,90.4,624314,624514,"KQ023314.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold362, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
KQ023314.1,90.4,630236,630436,"KQ023314.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold362, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
VZTI01003670.1,90.3,42025,42209,"VZTI01003670.1 Struthidea cinerea isolate B10K-DU-029-33 scaffold116, whole genome shotgun sequence",Struthidea cinerea,181839
CM021937.1,90,17589575,17589769,"CM021937.1 Callithrix jacchus isolate mCalJac1 chromosome X, whole genome shotgun sequence",Callithrix jacchus (white-tufted-ear marmoset),9483
KK734375.1,89.8,1078547,1078724,"KK734375.1 Opisthocomus hoazin isolate BGI_N306 unplaced genomic scaffold scaffold91, whole genome shotgun sequence",Opisthocomus hoazin,30419
VWZE01021930.1,89.8,581248,581063,"VWZE01021930.1 Eubucco bourcierii voucher USNM:542831 isolate B10K-DU-001-04 scaffold3426, whole genome shotgun sequence",Eubucco bourcierii (red-headed barbet),91767
WEKX01006513.1,89.8,68095,68279,"WEKX01006513.1 Pitta sordida voucher LSUMZ:Ornithology:B51072 isolate B10K-DU-002-53 scaffold1091, whole genome shotgun sequence",Pitta sordida (hooded pitta),9163
PVHU020000065.1,89.7,3540311,3540127,"PVHU020000065.1 Moschus moschiferus isolate BS20 Scw3uUT_50;HRSCAF=41079_1, whole genome shotgun sequence",Moschus moschiferus (Siberian musk deer),68415
CM003783.1,89.6,56154912,56154719,"CM003783.1 Coturnix japonica isolate 7356 chromosome 3, whole genome shotgun sequence",Coturnix japonica (Japanese quail),93934
JABWUV010000010.1,89.6,654546,654745,"JABWUV010000010.1 Myotis myotis isolate mMyoMyo1 scaffold_m19_p_10, whole genome shotgun sequence",Myotis myotis,51298
MCFN01000229.1,89.4,28314,28126,"Callipepla squamata strain Texas jcf7180005229567, whole genome shotgun sequence.",Callipepla squamata (scaled quail),9009
VYZL01003017.1,89.4,150647,150454,"VYZL01003017.1 Bucorvus abyssinicus isolate B10K-DU-012-80 scaffold2756, whole genome shotgun sequence",Bucorvus abyssinicus,153643
VWYK01005784.1,89,16077,15892,"VWYK01005784.1 Semnornis frantzii voucher USNM:613303 isolate B10K-DU-001-42 scaffold47783, whole genome shotgun sequence",Semnornis frantzii,91796
VZRM01006859.1,88.9,349963,350156,"VZRM01006859.1 Grantiella picta voucher MVMA:2672 isolate B10K-DU-029-50 scaffold533, whole genome shotgun sequence",Grantiella picta,266360
MPIZ01001171.1,88.6,499392,499195,"MPIZ01001171.1 Prolemur simus strain KIAN8.4 scaffold1171, whole genome shotgun sequence",Prolemur simus (greater bamboo lemur),1328070
CM001013.3,88.3,159687117,159686931,"CM001013.3 Mus musculus chromosome X, GRCm39 reference primary assembly C57BL/6J",Mus musculus (house mouse),10090
VWZY01013493.1,88,195219,195414,"VWZY01013493.1 Chloroceryle aenea voucher USNM:625133 isolate B10K-DU-001-61 scaffold772, whole genome shotgun sequence",Chloroceryle aenea,176938
VZTV01093913.1,87.7,55906,56094,"VZTV01093913.1 Anhinga rufa voucher USNM:642540 isolate B10K-DU-029-28 scaffold9253, whole genome shotgun sequence",Anhinga rufa (African darter),317792
QGOO02000016.1,87,62696545,62696359,"QGOO02000016.1 Mus spicilegus strain ZRU musp714_scaffold_00016b, whole genome shotgun sequence",Mus spicilegus (steppe mouse),10103
CABDUW010001132.1,86.9,160511,160705,"CABDUW010001132.1 Marmota monax genome assembly, contig: monax5_s01132, whole genome shotgun sequence",Marmota monax (woodchuck),9995
CZRN02000408.1,86.9,8136700,8136894,"CZRN02000408.1 Marmota marmota marmota genome assembly, contig: chrX_part1, whole genome shotgun sequence",Marmota marmota marmota (Alpine marmot),9994
VZRJ01008186.1,86.3,4445353,4445539,"VZRJ01008186.1 Ptilonorhynchus violaceus voucher UMD:RWG isolate B10K-DU-012-10 scaffold157, whole genome shotgun sequence",Ptilonorhynchus violaceus (satin bowerbird),28724
NW_004801648.1,85.6,9815809,9815979,"NW_004801648.1 Mesocricetus auratus isolate Golden Hamster female 1 unplaced genomic scaffold, MesAur1.0 scaffold00045, whole genome shotgun sequence",Mesocricetus auratus (golden hamster),10036
NC_045787.1,85.5,143276801,143276955,"NC_045787.1 Balaenoptera musculus isolate JJ_BM4_2016_0621 chromosome 3, mBalMus1.pri.v3, whole genome shotgun sequence",Balaenoptera musculus (Blue whale),9771
KN126570.1,85.1,1270249,1270427,"KN126570.1 Chaetura pelagica isolate M959 unplaced genomic scaffold scaffold90, whole genome shotgun sequence",Chaetura pelagica (chimney swift),8897
JH393654.1,84.8,182870,183059,"JH393654.1 Spermophilus tridecemlineatus unplaced genomic scaffold scaffold00376, whole genome shotgun sequence",Spermophilus tridecemlineatus (thirteen-lined ground squirrel),43179
NW_017870850.1,84.6,111213,111401,"NW_017870850.1 Castor canadensis isolate Ward unplaced genomic scaffold, C.can genome v1.0 scaffold_1523, whole genome shotgun sequence",Castor canadensis (American beaver),51338
VZRY01001500.1,84.6,372811,372999,"VZRY01001500.1 Rhynochetos jubatus isolate B10K-DU-029-58 scaffold453, whole genome shotgun sequence",Rhynochetos jubatus (kagu),54386
NC_050198.1,84.2,6697388,6697584,"NC_050198.1 Phyllostomus discolor isolate MPI-MPIP mPhyDis1 chromosome X, mPhyDis1.pri.v3, whole genome shotgun sequence",Phyllostomus discolor (pale spear-nosed bat),89673
NTJE010580443.1,83.6,201,52,"NTJE010580443.1 Eschrichtius robustus isolate AM-GW-M-EMB-4M-20130531 contig_678668, whole genome shotgun sequence",Eschrichtius robustus (grey whale),9764
CM014201.1,82.5,102668440,102668241,"CM014201.1 Ornithorhynchus anatinus isolate Pmale09 chromosome 2, whole genome shotgun sequence",Ornithorhynchus anatinus (platypus),9258
JH556631.1,82.4,8546277,8546466,"JH556631.1 Melopsittacus undulatus unplaced genomic scaffold budgerigar_v6.3_scf900160277084, whole genome shotgun sequence",Melopsittacus undulatus (budgerigar),13146
VWPV01011848.1,81.8,14321,14507,"VWPV01011848.1 Geococcyx californianus voucher LSUMZ:Ornithology:B58226 isolate B10K-CU-031-07 scaffold18668, whole genome shotgun sequence",Geococcyx californianus,8947
KB103369.1,79,1419283,1419484,"KB103369.1 Myotis davidii unplaced genomic scaffold scaffold355, whole genome shotgun sequence",Myotis davidii,225400
KV389554.1,78,1171629,1171835,"KV389554.1 Cebus capucinus imitator isolate Cc_AM_T3 unplaced genomic scaffold Scaffold128, whole genome shotgun sequence",Cebus imitator (Panamanian white-faced capuchin),2715852
VWZX01007112.1,76.7,984039,984232,"VWZX01007112.1 Galbula dea voucher USNM:625763 isolate B10K-DU-001-62 scaffold442, whole genome shotgun sequence",Galbula dea,1109041
WBMW01002989.1,76.4,1010767,1010585,"WBMW01002989.1 Penelope pileata voucher USNM:572502 isolate B10K-DU-001-08 scaffold868, whole genome shotgun sequence",Penelope pileata,1118817
VYZA01002237.1,75.3,62702,62881,"VYZA01002237.1 Neopipo cinnamomea voucher USNM:586435 isolate B10K-DU-004-15 scaffold_2177, whole genome shotgun sequence",Neopipo cinnamomea,456388
JH378114.1,74.1,42435686,42435480,"JH378114.1 Saimiri boliviensis boliviensis unplaced genomic scaffold scaffold00010, whole genome shotgun sequence",Saimiri boliviensis boliviensis (Bolivian squirrel monkey),39432
CM026994.1,73.7,33843503,33843688,"CM026994.1 Rattus norvegicus strain BN/NHsdMcwi chromosome X, whole genome shotgun sequence",Rattus norvegicus (Norway rat),10116
VXBP01009539.1,73.3,22457,22649,"VXBP01009539.1 Rhinopomastus cyanomelas voucher USNM:642342 isolate B10K-DU-002-35 scaffold1376, whole genome shotgun sequence",Rhinopomastus cyanomelas (common scimitar-bill),113115
NW_022436957.1,72.9,14276233,14276439,"NW_022436957.1 Sapajus apella isolate SASKATOON/1434 unplaced genomic scaffold, GSC_monkey_1.0 scaffold17, whole genome shotgun sequence",Cebus apella (Tufted capuchin),9515
JAGFMF010011973.1,71.9,1915612,1915422,"JAGFMF010011973.1 Galemys pyrenaicus isolate IBE-C5619 2611653, whole genome shotgun sequence",Galemys pyrenaicus,202257
