Representative	Member	RFAM	Organism	Location	Length
hsa_ires_00456.1|Homo sapiens (human)|chr14:87,993,492-87,993,665-	hsa_ires_00456.1|Homo sapiens (human)|chr14:87,993,492-87,993,665-		Homo sapiens (human)	chr14:87,993,492-87,993,665-	174
hsa_ires_00457.1|Homo sapiens (human)|chr20:508,552-527,997-	hsa_ires_00457.1|Homo sapiens (human)|chr20:508,552-527,997-		Homo sapiens (human)	chr20:508,552-527,997-	174
hsa_ires_00458.1|Homo sapiens (human)|chr19:55,642,335-55,642,508+	hsa_ires_00458.1|Homo sapiens (human)|chr19:55,642,335-55,642,508+		Homo sapiens (human)	chr19:55,642,335-55,642,508+	174
hsa_ires_00460.1|Homo sapiens (human)|chr1:8,868,019-8,870,586-	hsa_ires_00460.1|Homo sapiens (human)|chr1:8,868,019-8,870,586-		Homo sapiens (human)	chr1:8,868,019-8,870,586-	174
hsa_ires_00461.1|Homo sapiens (human)|chr19:15,410,533-15,419,022-	hsa_ires_00461.1|Homo sapiens (human)|chr19:15,410,533-15,419,022-		Homo sapiens (human)	chr19:15,410,533-15,419,022-	174
hsa_ires_00462.1|Homo sapiens (human)|chr14:39,233,941-39,234,114+	hsa_ires_00462.1|Homo sapiens (human)|chr14:39,233,941-39,234,114+		Homo sapiens (human)	chr14:39,233,941-39,234,114+	174
hsa_ires_00463.1|Homo sapiens (human)|NA	hsa_ires_00463.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	174
hsa_ires_00464.1|Homo sapiens (human)|chr14:58,244,805-58,247,786+	hsa_ires_00464.1|Homo sapiens (human)|chr14:58,244,805-58,247,786+		Homo sapiens (human)	chr14:58,244,805-58,247,786+	174
hsa_ires_00465.1|Homo sapiens (human)|chr2:161,136,955-161,179,678+	hsa_ires_00465.1|Homo sapiens (human)|chr2:161,136,955-161,179,678+		Homo sapiens (human)	chr2:161,136,955-161,179,678+	174
hsa_ires_00466.1|Homo sapiens (human)|chr3:57,073,521-57,073,694+	hsa_ires_00466.1|Homo sapiens (human)|chr3:57,073,521-57,073,694+		Homo sapiens (human)	chr3:57,073,521-57,073,694+	174
hsa_ires_00467.1|Homo sapiens (human)|chr21:31,659,622-31,659,795+	hsa_ires_00467.1|Homo sapiens (human)|chr21:31,659,622-31,659,795+		Homo sapiens (human)	chr21:31,659,622-31,659,795+	174
hsa_ires_00468.1|Homo sapiens (human)|chr10:103,392,458-103,395,910-	hsa_ires_00468.1|Homo sapiens (human)|chr10:103,392,458-103,395,910-		Homo sapiens (human)	chr10:103,392,458-103,395,910-	174
hsa_ires_00469.1|Homo sapiens (human)|chr11:66,000,390-66,002,066-	hsa_ires_00469.1|Homo sapiens (human)|chr11:66,000,390-66,002,066-		Homo sapiens (human)	chr11:66,000,390-66,002,066-	174
hsa_ires_00470.1|Homo sapiens (human)|chr9:128,456,219-128,460,558+	hsa_ires_00470.1|Homo sapiens (human)|chr9:128,456,219-128,460,558+		Homo sapiens (human)	chr9:128,456,219-128,460,558+	174
hsa_ires_00471.1|Homo sapiens (human)|chr5:136,152,754-136,153,760+	hsa_ires_00471.1|Homo sapiens (human)|chr5:136,152,754-136,153,760+		Homo sapiens (human)	chr5:136,152,754-136,153,760+	174
hsa_ires_00472.1|Homo sapiens (human)|chrX:48,898,336-48,898,509+	hsa_ires_00472.1|Homo sapiens (human)|chrX:48,898,336-48,898,509+		Homo sapiens (human)	chrX:48,898,336-48,898,509+	174
hsa_ires_00473.1|Homo sapiens (human)|chr3:3,175,190-3,179,717-	hsa_ires_00473.1|Homo sapiens (human)|chr3:3,175,190-3,179,717-		Homo sapiens (human)	chr3:3,175,190-3,179,717-	174
hsa_ires_00474.1|Homo sapiens (human)|chr12:56,116,614-56,116,787+	hsa_ires_00474.1|Homo sapiens (human)|chr12:56,116,614-56,116,787+		Homo sapiens (human)	chr12:56,116,614-56,116,787+	174
hsa_ires_00475.1|Homo sapiens (human)|chr4:87,499,575-87,529,207-	hsa_ires_00475.1|Homo sapiens (human)|chr4:87,499,575-87,529,207-		Homo sapiens (human)	chr4:87,499,575-87,529,207-	174
hsa_ires_00476.1|Homo sapiens (human)|chr18:55,403,715-55,403,888-	hsa_ires_00476.1|Homo sapiens (human)|chr18:55,403,715-55,403,888-		Homo sapiens (human)	chr18:55,403,715-55,403,888-	174
hsa_ires_00477.1|Homo sapiens (human)|chr18:905,213-905,386+	hsa_ires_00477.1|Homo sapiens (human)|chr18:905,213-905,386+		Homo sapiens (human)	chr18:905,213-905,386+	174
hsa_ires_00478.1|Homo sapiens (human)|chr10:122,386,104-122,393,200+	hsa_ires_00478.1|Homo sapiens (human)|chr10:122,386,104-122,393,200+		Homo sapiens (human)	chr10:122,386,104-122,393,200+	174
hsa_ires_00479.1|Homo sapiens (human)|chr16:20,902,544-20,902,717+	hsa_ires_00479.1|Homo sapiens (human)|chr16:20,902,544-20,902,717+		Homo sapiens (human)	chr16:20,902,544-20,902,717+	174
hsa_ires_00480.1|Homo sapiens (human)|chr1:173,207,159-173,207,313-	hsa_ires_00480.1|Homo sapiens (human)|chr1:173,207,159-173,207,313-		Homo sapiens (human)	chr1:173,207,159-173,207,313-	174
hsa_ires_00481.1|Homo sapiens (human)|chr11:18,455,914-18,456,680+	hsa_ires_00481.1|Homo sapiens (human)|chr11:18,455,914-18,456,680+		Homo sapiens (human)	chr11:18,455,914-18,456,680+	174
hsa_ires_00482.1|Homo sapiens (human)|chr11:117,199,324-117,203,066+	hsa_ires_00482.1|Homo sapiens (human)|chr11:117,199,324-117,203,066+		Homo sapiens (human)	chr11:117,199,324-117,203,066+	174
hsa_ires_00483.1|Homo sapiens (human)|chr14:23,556,584-23,556,757+	hsa_ires_00483.1|Homo sapiens (human)|chr14:23,556,584-23,556,757+		Homo sapiens (human)	chr14:23,556,584-23,556,757+	174
hsa_ires_00484.1|Homo sapiens (human)|chr21:44,551,332-44,551,505-	hsa_ires_00484.1|Homo sapiens (human)|chr21:44,551,332-44,551,505-		Homo sapiens (human)	chr21:44,551,332-44,551,505-	174
hsa_ires_00485.1|Homo sapiens (human)|chr7:13,989,053-13,991,208-	hsa_ires_00485.1|Homo sapiens (human)|chr7:13,989,053-13,991,208-		Homo sapiens (human)	chr7:13,989,053-13,991,208-	174
hsa_ires_00486.1|Homo sapiens (human)|chr16:84,180,303-84,181,331-	hsa_ires_00486.1|Homo sapiens (human)|chr16:84,180,303-84,181,331-		Homo sapiens (human)	chr16:84,180,303-84,181,331-	174
hsa_ires_00487.1|Homo sapiens (human)|chr6:88,145,275-88,147,774-	hsa_ires_00487.1|Homo sapiens (human)|chr6:88,145,275-88,147,774-		Homo sapiens (human)	chr6:88,145,275-88,147,774-	174
hsa_ires_00488.1|Homo sapiens (human)|chr9:15,211,385-15,249,967-	hsa_ires_00488.1|Homo sapiens (human)|chr9:15,211,385-15,249,967-		Homo sapiens (human)	chr9:15,211,385-15,249,967-	174
hsa_ires_00489.1|Homo sapiens (human)|chr17:19,745,130-19,748,427-	hsa_ires_00489.1|Homo sapiens (human)|chr17:19,745,130-19,748,427-		Homo sapiens (human)	chr17:19,745,130-19,748,427-	174
hsa_ires_00490.1|Homo sapiens (human)|chr14:20,688,777-20,699,426+	hsa_ires_00490.1|Homo sapiens (human)|chr14:20,688,777-20,699,426+		Homo sapiens (human)	chr14:20,688,777-20,699,426+	174
hsa_ires_00491.1|Homo sapiens (human)|chr11:117,918,832-117,929,453-	hsa_ires_00491.1|Homo sapiens (human)|chr11:117,918,832-117,929,453-		Homo sapiens (human)	chr11:117,918,832-117,929,453-	174
hsa_ires_00492.1|Homo sapiens (human)|chr16:29,679,120-29,694,746+	hsa_ires_00492.1|Homo sapiens (human)|chr16:29,679,120-29,694,746+		Homo sapiens (human)	chr16:29,679,120-29,694,746+	174
hsa_ires_00493.1|Homo sapiens (human)|chrX:47,190,800-47,198,825+	hsa_ires_00493.1|Homo sapiens (human)|chrX:47,190,800-47,198,825+		Homo sapiens (human)	chrX:47,190,800-47,198,825+	174
hsa_ires_00494.1|Homo sapiens (human)|chr4:75,514,444-75,515,529+	hsa_ires_00494.1|Homo sapiens (human)|chr4:75,514,444-75,515,529+		Homo sapiens (human)	chr4:75,514,444-75,515,529+	174
hsa_ires_00495.1|Homo sapiens (human)|chr2:27,369,879-27,370,052-	hsa_ires_00495.1|Homo sapiens (human)|chr2:27,369,879-27,370,052-		Homo sapiens (human)	chr2:27,369,879-27,370,052-	174
hsa_ires_00496.1|Homo sapiens (human)|chr22:40,857,081-40,860,686+	hsa_ires_00496.1|Homo sapiens (human)|chr22:40,857,081-40,860,686+		Homo sapiens (human)	chr22:40,857,081-40,860,686+	174
hsa_ires_00497.1|Homo sapiens (human)|chr22:39,021,346-39,021,519+	hsa_ires_00497.1|Homo sapiens (human)|chr22:39,021,346-39,021,519+		Homo sapiens (human)	chr22:39,021,346-39,021,519+	174
hsa_ires_00498.1|Homo sapiens (human)|chr13:99,501,433-99,501,606+	hsa_ires_00498.1|Homo sapiens (human)|chr13:99,501,433-99,501,606+		Homo sapiens (human)	chr13:99,501,433-99,501,606+	174
hsa_ires_00499.1|Homo sapiens (human)|chr6:26,365,255-26,368,050+	hsa_ires_00499.1|Homo sapiens (human)|chr6:26,365,255-26,368,050+		Homo sapiens (human)	chr6:26,365,255-26,368,050+	174
hsa_ires_00500.1|Homo sapiens (human)|chr14:72,939,836-72,940,326+	hsa_ires_00500.1|Homo sapiens (human)|chr14:72,939,836-72,940,326+		Homo sapiens (human)	chr14:72,939,836-72,940,326+	174
hsa_ires_00501.1|Homo sapiens (human)|chr8:76,984,179-77,000,004-	hsa_ires_00501.1|Homo sapiens (human)|chr8:76,984,179-77,000,004-		Homo sapiens (human)	chr8:76,984,179-77,000,004-	174
hsa_ires_00502.1|Homo sapiens (human)|chr19:49,496,365-49,497,260+	hsa_ires_00502.1|Homo sapiens (human)|chr19:49,496,365-49,497,260+		Homo sapiens (human)	chr19:49,496,365-49,497,260+	174
hsa_ires_00503.1|Homo sapiens (human)|chrX:103,677,028-103,686,641-	hsa_ires_00503.1|Homo sapiens (human)|chrX:103,677,028-103,686,641-		Homo sapiens (human)	chrX:103,677,028-103,686,641-	174
hsa_ires_00504.1|Homo sapiens (human)|chr3:150,943,845-150,944,018-	hsa_ires_00504.1|Homo sapiens (human)|chr3:150,943,845-150,944,018-		Homo sapiens (human)	chr3:150,943,845-150,944,018-	174
hsa_ires_00505.1|Homo sapiens (human)|chrX:149,688,253-149,688,975+	hsa_ires_00505.1|Homo sapiens (human)|chrX:149,688,253-149,688,975+		Homo sapiens (human)	chrX:149,688,253-149,688,975+	174
hsa_ires_00506.1|Homo sapiens (human)|chr16:4,514,131-4,538,394-	hsa_ires_00506.1|Homo sapiens (human)|chr16:4,514,131-4,538,394-		Homo sapiens (human)	chr16:4,514,131-4,538,394-	174
hsa_ires_00508.1|Homo sapiens (human)|chr2:157,325,643-157,325,816-	hsa_ires_00508.1|Homo sapiens (human)|chr2:157,325,643-157,325,816-		Homo sapiens (human)	chr2:157,325,643-157,325,816-	174
hsa_ires_00509.1|Homo sapiens (human)|chr6:30,061,351-30,061,524+	hsa_ires_00509.1|Homo sapiens (human)|chr6:30,061,351-30,061,524+		Homo sapiens (human)	chr6:30,061,351-30,061,524+	174
hsa_ires_00510.1|Homo sapiens (human)|chr5:142,613,988-142,614,161-	hsa_ires_00510.1|Homo sapiens (human)|chr5:142,613,988-142,614,161-		Homo sapiens (human)	chr5:142,613,988-142,614,161-	174
hsa_ires_00511.1|Homo sapiens (human)|chr3:197,183,809-197,183,982-	hsa_ires_00511.1|Homo sapiens (human)|chr3:197,183,809-197,183,982-		Homo sapiens (human)	chr3:197,183,809-197,183,982-	174
hsa_ires_00512.1|Homo sapiens (human)|chr2:37,928,779-37,929,277+	hsa_ires_00512.1|Homo sapiens (human)|chr2:37,928,779-37,929,277+		Homo sapiens (human)	chr2:37,928,779-37,929,277+	174
hsa_ires_00513.1|Homo sapiens (human)|chr22:42,636,799-42,646,950-	hsa_ires_00513.1|Homo sapiens (human)|chr22:42,636,799-42,646,950-		Homo sapiens (human)	chr22:42,636,799-42,646,950-	174
hsa_ires_00514.1|Homo sapiens (human)|chr7:1,569,340-1,569,513-	hsa_ires_00514.1|Homo sapiens (human)|chr7:1,569,340-1,569,513-		Homo sapiens (human)	chr7:1,569,340-1,569,513-	174
hsa_ires_00515.1|Homo sapiens (human)|chr17:35,363,808-35,367,578-	hsa_ires_00515.1|Homo sapiens (human)|chr17:35,363,808-35,367,578-		Homo sapiens (human)	chr17:35,363,808-35,367,578-	174
hsa_ires_00516.1|Homo sapiens (human)|chr1:114,741,665-114,749,985-	hsa_ires_00516.1|Homo sapiens (human)|chr1:114,741,665-114,749,985-		Homo sapiens (human)	chr1:114,741,665-114,749,985-	174
hsa_ires_00517.1|Homo sapiens (human)|chr7:27,110,641-27,122,612-	hsa_ires_00517.1|Homo sapiens (human)|chr7:27,110,641-27,122,612-		Homo sapiens (human)	chr7:27,110,641-27,122,612-	174
hsa_ires_00518.1|Homo sapiens (human)|chr19:36,236,267-36,236,440+	hsa_ires_00518.1|Homo sapiens (human)|chr19:36,236,267-36,236,440+		Homo sapiens (human)	chr19:36,236,267-36,236,440+	174
hsa_ires_00519.1|Homo sapiens (human)|chr1:111,310,409-111,317,683+	hsa_ires_00519.1|Homo sapiens (human)|chr1:111,310,409-111,317,683+		Homo sapiens (human)	chr1:111,310,409-111,317,683+	174
hsa_ires_00520.1|Homo sapiens (human)|chr3:63,443,272-63,443,445+	hsa_ires_00520.1|Homo sapiens (human)|chr3:63,443,272-63,443,445+		Homo sapiens (human)	chr3:63,443,272-63,443,445+	174
hsa_ires_00521.1|Homo sapiens (human)|chr2:215,435,803-215,435,976-	hsa_ires_00521.1|Homo sapiens (human)|chr2:215,435,803-215,435,976-		Homo sapiens (human)	chr2:215,435,803-215,435,976-	174
hsa_ires_00522.1|Homo sapiens (human)|chr1:112,929,309-112,956,164-	hsa_ires_00522.1|Homo sapiens (human)|chr1:112,929,309-112,956,164-		Homo sapiens (human)	chr1:112,929,309-112,956,164-	174
hsa_ires_00523.1|Homo sapiens (human)|chr12:102,480,382-102,480,555-	hsa_ires_00523.1|Homo sapiens (human)|chr12:102,480,382-102,480,555-		Homo sapiens (human)	chr12:102,480,382-102,480,555-	174
hsa_ires_00524.1|Homo sapiens (human)|chr12:41,437,771-41,437,944+	hsa_ires_00524.1|Homo sapiens (human)|chr12:41,437,771-41,437,944+		Homo sapiens (human)	chr12:41,437,771-41,437,944+	174
hsa_ires_00525.1|Homo sapiens (human)|chr9:113,275,634-113,276,584+	hsa_ires_00525.1|Homo sapiens (human)|chr9:113,275,634-113,276,584+		Homo sapiens (human)	chr9:113,275,634-113,276,584+	174
hsa_ires_00526.1|Homo sapiens (human)|chr11:71,582,702-71,582,875-	hsa_ires_00526.1|Homo sapiens (human)|chr11:71,582,702-71,582,875-		Homo sapiens (human)	chr11:71,582,702-71,582,875-	174
hsa_ires_00527.1|Homo sapiens (human)|chr16:75,243,013-75,266,809-	hsa_ires_00527.1|Homo sapiens (human)|chr16:75,243,013-75,266,809-		Homo sapiens (human)	chr16:75,243,013-75,266,809-	174
hsa_ires_00528.1|Homo sapiens (human)|chr5:91,383,093-91,383,266-	hsa_ires_00528.1|Homo sapiens (human)|chr5:91,383,093-91,383,266-		Homo sapiens (human)	chr5:91,383,093-91,383,266-	174
hsa_ires_00529.1|Homo sapiens (human)|chr7:141,738,445-141,739,166+	hsa_ires_00529.1|Homo sapiens (human)|chr7:141,738,445-141,739,166+		Homo sapiens (human)	chr7:141,738,445-141,739,166+	174
hsa_ires_00530.1|Homo sapiens (human)|chr2:177,234,269-177,263,573-	hsa_ires_00530.1|Homo sapiens (human)|chr2:177,234,269-177,263,573-		Homo sapiens (human)	chr2:177,234,269-177,263,573-	174
hsa_ires_00531.1|Homo sapiens (human)|chr11:66,952,430-66,954,383-	hsa_ires_00531.1|Homo sapiens (human)|chr11:66,952,430-66,954,383-		Homo sapiens (human)	chr11:66,952,430-66,954,383-	174
hsa_ires_00532.1|Homo sapiens (human)|chr10:60,778,479-60,780,165+	hsa_ires_00532.1|Homo sapiens (human)|chr10:60,778,479-60,780,165+		Homo sapiens (human)	chr10:60,778,479-60,780,165+	117
hsa_ires_00533.1|Homo sapiens (human)|chr11:85,648,040-85,654,186+	hsa_ires_00533.1|Homo sapiens (human)|chr11:85,648,040-85,654,186+		Homo sapiens (human)	chr11:85,648,040-85,654,186+	174
hsa_ires_00534.1|Homo sapiens (human)|chr17:78,892,330-78,892,503-	hsa_ires_00534.1|Homo sapiens (human)|chr17:78,892,330-78,892,503-		Homo sapiens (human)	chr17:78,892,330-78,892,503-	174
hsa_ires_00535.1|Homo sapiens (human)|chr17:10,036,437-10,036,610-	hsa_ires_00535.1|Homo sapiens (human)|chr17:10,036,437-10,036,610-		Homo sapiens (human)	chr17:10,036,437-10,036,610-	174
hsa_ires_00536.1|Homo sapiens (human)|chrX:65,667,668-65,667,841+	hsa_ires_00536.1|Homo sapiens (human)|chrX:65,667,668-65,667,841+		Homo sapiens (human)	chrX:65,667,668-65,667,841+	174
hsa_ires_00537.1|Homo sapiens (human)|chr10:80,420,294-80,420,467+	hsa_ires_00537.1|Homo sapiens (human)|chr10:80,420,294-80,420,467+		Homo sapiens (human)	chr10:80,420,294-80,420,467+	174
hsa_ires_00538.1|Homo sapiens (human)|chr4:151,175,364-151,175,537-	hsa_ires_00538.1|Homo sapiens (human)|chr4:151,175,364-151,175,537-		Homo sapiens (human)	chr4:151,175,364-151,175,537-	174
hsa_ires_00539.1|Homo sapiens (human)|chr1:207,089,358-207,089,531+	hsa_ires_00539.1|Homo sapiens (human)|chr1:207,089,358-207,089,531+		Homo sapiens (human)	chr1:207,089,358-207,089,531+	174
hsa_ires_00540.1|Homo sapiens (human)|chr12:113,186,207-113,186,746+	hsa_ires_00540.1|Homo sapiens (human)|chr12:113,186,207-113,186,746+		Homo sapiens (human)	chr12:113,186,207-113,186,746+	174
hsa_ires_00541.1|Homo sapiens (human)|chrX:30,246,363-30,250,493+	hsa_ires_00541.1|Homo sapiens (human)|chrX:30,246,363-30,250,493+		Homo sapiens (human)	chrX:30,246,363-30,250,493+	174
hsa_ires_00542.1|Homo sapiens (human)|chr20:21,126,088-21,132,153+	hsa_ires_00542.1|Homo sapiens (human)|chr20:21,126,088-21,132,153+		Homo sapiens (human)	chr20:21,126,088-21,132,153+	174
hsa_ires_00543.1|Homo sapiens (human)|chr9:90,827,447-90,843,898+	hsa_ires_00543.1|Homo sapiens (human)|chr9:90,827,447-90,843,898+		Homo sapiens (human)	chr9:90,827,447-90,843,898+	174
hsa_ires_00544.1|Homo sapiens (human)|chr4:100,517,915-100,518,088-	hsa_ires_00544.1|Homo sapiens (human)|chr4:100,517,915-100,518,088-		Homo sapiens (human)	chr4:100,517,915-100,518,088-	174
hsa_ires_00545.1|Homo sapiens (human)|chr4:6,640,689-6,640,862+	hsa_ires_00545.1|Homo sapiens (human)|chr4:6,640,689-6,640,862+		Homo sapiens (human)	chr4:6,640,689-6,640,862+	174
hsa_ires_00546.1|Homo sapiens (human)|chr12:118,017,878-118,018,051+	hsa_ires_00546.1|Homo sapiens (human)|chr12:118,017,878-118,018,051+		Homo sapiens (human)	chr12:118,017,878-118,018,051+	174
hsa_ires_00547.1|Homo sapiens (human)|chr1:172,442,623-172,442,796-	hsa_ires_00547.1|Homo sapiens (human)|chr1:172,442,623-172,442,796-		Homo sapiens (human)	chr1:172,442,623-172,442,796-	174
hsa_ires_00548.1|Homo sapiens (human)|chr12:91,056,282-91,057,909-	hsa_ires_00548.1|Homo sapiens (human)|chr12:91,056,282-91,057,909-		Homo sapiens (human)	chr12:91,056,282-91,057,909-	174
hsa_ires_00549.1|Homo sapiens (human)|chr12:55,935,312-55,936,503+	hsa_ires_00549.1|Homo sapiens (human)|chr12:55,935,312-55,936,503+		Homo sapiens (human)	chr12:55,935,312-55,936,503+	174
hsa_ires_00550.1|Homo sapiens (human)|chr7:116,526,414-116,526,587+	hsa_ires_00550.1|Homo sapiens (human)|chr7:116,526,414-116,526,587+		Homo sapiens (human)	chr7:116,526,414-116,526,587+	174
hsa_ires_00551.1|Homo sapiens (human)|chr3:51,995,064-51,995,942-	hsa_ires_00551.1|Homo sapiens (human)|chr3:51,995,064-51,995,942-		Homo sapiens (human)	chr3:51,995,064-51,995,942-	174
hsa_ires_00552.1|Homo sapiens (human)|chr12:10,130,083-10,130,256-	hsa_ires_00552.1|Homo sapiens (human)|chr12:10,130,083-10,130,256-		Homo sapiens (human)	chr12:10,130,083-10,130,256-	174
hsa_ires_00553.1|Homo sapiens (human)|chr7:129,630,078-129,657,425+	hsa_ires_00553.1|Homo sapiens (human)|chr7:129,630,078-129,657,425+		Homo sapiens (human)	chr7:129,630,078-129,657,425+	174
hsa_ires_00554.1|Homo sapiens (human)|chr1:69,760,175-69,760,348+	hsa_ires_00554.1|Homo sapiens (human)|chr1:69,760,175-69,760,348+		Homo sapiens (human)	chr1:69,760,175-69,760,348+	174
hsa_ires_00555.1|Homo sapiens (human)|chr17:42,833,854-42,834,181+	hsa_ires_00555.1|Homo sapiens (human)|chr17:42,833,854-42,834,181+		Homo sapiens (human)	chr17:42,833,854-42,834,181+	174
hsa_ires_00556.1|Homo sapiens (human)|chr12:111,943,304-111,991,865-	hsa_ires_00556.1|Homo sapiens (human)|chr12:111,943,304-111,991,865-		Homo sapiens (human)	chr12:111,943,304-111,991,865-	174
hsa_ires_00557.1|Homo sapiens (human)|chr1:216,677,479-216,715,115-	hsa_ires_00557.1|Homo sapiens (human)|chr1:216,677,479-216,715,115-		Homo sapiens (human)	chr1:216,677,479-216,715,115-	174
hsa_ires_00558.1|Homo sapiens (human)|chr15:55,234,935-55,270,890-	hsa_ires_00558.1|Homo sapiens (human)|chr15:55,234,935-55,270,890-		Homo sapiens (human)	chr15:55,234,935-55,270,890-	174
hsa_ires_00559.1|Homo sapiens (human)|chr19:51,354,639-51,354,812-	hsa_ires_00559.1|Homo sapiens (human)|chr19:51,354,639-51,354,812-		Homo sapiens (human)	chr19:51,354,639-51,354,812-	174
hsa_ires_00560.1|Homo sapiens (human)|chr1:177,171,635-177,229,876+	hsa_ires_00560.1|Homo sapiens (human)|chr1:177,171,635-177,229,876+		Homo sapiens (human)	chr1:177,171,635-177,229,876+	174
hsa_ires_00561.1|Homo sapiens (human)|chr3:157,495,350-157,503,487-	hsa_ires_00561.1|Homo sapiens (human)|chr3:157,495,350-157,503,487-		Homo sapiens (human)	chr3:157,495,350-157,503,487-	174
hsa_ires_00562.1|Homo sapiens (human)|chr17:39,917,317-39,917,490-	hsa_ires_00562.1|Homo sapiens (human)|chr17:39,917,317-39,917,490-		Homo sapiens (human)	chr17:39,917,317-39,917,490-	174
hsa_ires_00563.1|Homo sapiens (human)|chr1:25,272,490-25,272,663+	hsa_ires_00563.1|Homo sapiens (human)|chr1:25,272,490-25,272,663+		Homo sapiens (human)	chr1:25,272,490-25,272,663+	174
hsa_ires_00564.1|Homo sapiens (human)|chr9:113,501,427-113,501,600+	hsa_ires_00564.1|Homo sapiens (human)|chr9:113,501,427-113,501,600+		Homo sapiens (human)	chr9:113,501,427-113,501,600+	174
hsa_ires_00565.1|Homo sapiens (human)|chr1:161,118,325-161,118,498+	hsa_ires_00565.1|Homo sapiens (human)|chr1:161,118,325-161,118,498+		Homo sapiens (human)	chr1:161,118,325-161,118,498+	174
hsa_ires_00566.1|Homo sapiens (human)|chr6:13,584,127-13,591,743+	hsa_ires_00566.1|Homo sapiens (human)|chr6:13,584,127-13,591,743+		Homo sapiens (human)	chr6:13,584,127-13,591,743+	174
hsa_ires_00567.1|Homo sapiens (human)|chr1:113,758,704-113,758,877-	hsa_ires_00567.1|Homo sapiens (human)|chr1:113,758,704-113,758,877-		Homo sapiens (human)	chr1:113,758,704-113,758,877-	174
hsa_ires_00568.1|Homo sapiens (human)|chr3:100,114,930-100,160,445+	hsa_ires_00568.1|Homo sapiens (human)|chr3:100,114,930-100,160,445+		Homo sapiens (human)	chr3:100,114,930-100,160,445+	174
hsa_ires_00569.1|Homo sapiens (human)|chr17:32,444,463-32,446,966+	hsa_ires_00569.1|Homo sapiens (human)|chr17:32,444,463-32,446,966+		Homo sapiens (human)	chr17:32,444,463-32,446,966+	174
hsa_ires_00570.1|Homo sapiens (human)|chr13:27,251,555-27,255,243+	hsa_ires_00570.1|Homo sapiens (human)|chr13:27,251,555-27,255,243+		Homo sapiens (human)	chr13:27,251,555-27,255,243+	174
hsa_ires_00571.1|Homo sapiens (human)|chr12:43,755,246-43,758,443-	hsa_ires_00571.1|Homo sapiens (human)|chr12:43,755,246-43,758,443-		Homo sapiens (human)	chr12:43,755,246-43,758,443-	174
hsa_ires_00572.1|Homo sapiens (human)|chr21:44,567,884-44,690,596-	hsa_ires_00572.1|Homo sapiens (human)|chr21:44,567,884-44,690,596-		Homo sapiens (human)	chr21:44,567,884-44,690,596-	174
hsa_ires_00573.1|Homo sapiens (human)|chr4:2,469,242-2,490,493+	hsa_ires_00573.1|Homo sapiens (human)|chr4:2,469,242-2,490,493+		Homo sapiens (human)	chr4:2,469,242-2,490,493+	174
hsa_ires_00575.1|Homo sapiens (human)|chr11:68,896,656-68,900,599-	hsa_ires_00575.1|Homo sapiens (human)|chr11:68,896,656-68,900,599-		Homo sapiens (human)	chr11:68,896,656-68,900,599-	174
hsa_ires_00576.1|Homo sapiens (human)|chr15:41,230,507-41,230,680-	hsa_ires_00576.1|Homo sapiens (human)|chr15:41,230,507-41,230,680-		Homo sapiens (human)	chr15:41,230,507-41,230,680-	174
hsa_ires_00577.1|Homo sapiens (human)|chrX:71,068,299-71,073,426-	hsa_ires_00577.1|Homo sapiens (human)|chrX:71,068,299-71,073,426-		Homo sapiens (human)	chrX:71,068,299-71,073,426-	174
hsa_ires_00578.1|Homo sapiens (human)|chr12:71,839,707-71,861,473+	hsa_ires_00578.1|Homo sapiens (human)|chr12:71,839,707-71,861,473+		Homo sapiens (human)	chr12:71,839,707-71,861,473+	174
hsa_ires_00579.1|Homo sapiens (human)|chr15:98,649,532-98,707,591+	hsa_ires_00579.1|Homo sapiens (human)|chr15:98,649,532-98,707,591+		Homo sapiens (human)	chr15:98,649,532-98,707,591+	174
hsa_ires_00581.1|Homo sapiens (human)|chr2:175,168,177-175,168,206-	hsa_ires_00581.1|Homo sapiens (human)|chr2:175,168,177-175,168,206-		Homo sapiens (human)	chr2:175,168,177-175,168,206-	30
hsa_ires_00582.1|Homo sapiens (human)|chr17:7,676,252-7,676,594-	p53_128-269|Homo sapiens		Homo sapiens (human)		142
hsa_ires_00582.1|Homo sapiens (human)|chr17:7,676,252-7,676,594-	hsa_ires_00582.1|Homo sapiens (human)|chr17:7,676,252-7,676,594-		Homo sapiens (human)	chr17:7,676,252-7,676,594-	117
hsa_ires_00583.1|Homo sapiens (human)|chr20:17,682,064-17,682,243-	hsa_ires_00583.1|Homo sapiens (human)|chr20:17,682,064-17,682,243-		Homo sapiens (human)	chr20:17,682,064-17,682,243-	180
hsa_ires_00584.1|Homo sapiens (human)|chr2:102,337,250-102,338,264+	hsa_ires_00584.1|Homo sapiens (human)|chr2:102,337,250-102,338,264+		Homo sapiens (human)	chr2:102,337,250-102,338,264+	237
hsa_ires_00585.1|Homo sapiens (human)|chr15:98,649,488-98,649,581+	hsa_ires_00585.1|Homo sapiens (human)|chr15:98,649,488-98,649,581+		Homo sapiens (human)	chr15:98,649,488-98,649,581+	94
hsa_ires_00587.1|Homo sapiens (human)|chr7:108,002,886-108,003,204-	hsa_ires_00587.1|Homo sapiens (human)|chr7:108,002,886-108,003,204-		Homo sapiens (human)	chr7:108,002,886-108,003,204-	180
